BARANGAY,Year,1 Total,1 D,1 A,2 Total,2 D,2 A,3 Total,3 D,3 A,4 Total,4 D,4 A,5 Total,5 D,5 A,6 Total,6 D,6 A,7 Total,7 D,7 A,8 Total,8 D,8 A,9 Total,9 D,9 A,10 Total,10 D,10 A,11 Total,11 D,11 A,12 Total,12 D,12 A,Grand Total
SALITRAN I,2017,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,0,2,4,0,4,2,0,2,12
SALITRAN I,2018,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,6,5,0,5,4,0,4,3,0,3,2,0,2,23
SALITRAN I,2019,3,0,3,3,0,3,2,0,2,1,0,1,0,0,0,1,0,1,6,0,6,22,0,22,14,0,14,4,0,4,3,0,3,4,0,4,63
SALITRAN I,2020,4,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7
SALITRAN I,2021,5,2,3,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,12
SALITRAN I,2022,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,2,0,2,0,0,0,1,0,1,1,0,1,9
SALITRAN I,2023,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,2,0,2,1,0,1,0,0,0,1,0,1,7
SALITRAN I,2024,3,0,3,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1,2,0,2,5,1,4,9,0,9,3,0,3,3,0,3,28
SALITRAN II,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,5,0,0,0,1,0,1,1,0,1,8
SALITRAN II,2011,1,0,1,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0,2,0,2,9,0,9,5,0,5,2,0,2,1,0,1,0,0,0,24
SALITRAN II,2012,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,2,0,2,7,0,7,5,0,5,4,0,4,0,0,0,5,0,5,28
SALITRAN II,2013,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,1,0,1,7,0,7,5,0,5,0,0,0,20
SALITRAN II,2014,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,2,0,2,7,0,7,5,0,5,4,0,4,0,0,0,5,0,5,28
SALITRAN II,2015,5,2,3,2,0,2,2,1,1,1,0,1,0,0,0,1,0,1,5,2,3,10,6,4,15,12,3,22,7,15,7,3,4,7,3,4,77
SALITRAN II,2016,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,7
SALITRAN II,2017,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,2,0,2,2,0,2,3,0,3,12
SALITRAN II,2018,1,0,1,0,0,0,0,0,0,2,0,2,1,0,1,1,0,1,10,0,10,6,0,6,4,0,4,3,0,3,2,0,2,11,0,11,41
SALITRAN II,2019,11,0,11,7,0,7,4,0,4,2,0,2,1,0,1,7,0,7,27,0,27,48,0,48,22,0,22,12,0,12,10,0,10,13,0,13,164
SALITRAN II,2020,7,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,11
SALITRAN II,2021,3,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1,8
SALITRAN II,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,0,7,6,0,6,3,0,3,3,0,3,3,0,3,0,0,0,23
SALITRAN II,2023,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,1,0,1,8
SALITRAN II,2024,0,0,0,1,0,1,2,0,2,0,0,0,1,0,1,2,0,2,5,0,5,8,0,8,19,1,18,17,0,17,12,1,11,8,0,8,75
SALITRAN III,2010,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,6,0,6,6,0,6,3,0,3,1,0,1,0,0,0,19
SALITRAN III,2011,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,5,1,0,1,0,0,0,2,0,2,4,0,4,16
SALITRAN III,2012,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,2,0,2,1,0,1,4,0,4,4,0,4,6,0,6,1,0,1,3,0,3,23
SALITRAN III,2013,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,3,2,0,2,13,0,13,6,0,6,8,0,8,5,0,5,38
SALITRAN III,2014,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,2,0,2,1,0,1,4,0,4,4,0,4,6,0,6,1,0,1,3,0,3,23
SALITRAN III,2015,2,1,1,9,3,6,3,2,1,1,1,0,1,0,1,1,0,1,2,1,1,20,9,11,20,13,7,23,10,13,10,6,4,2,1,1,94
SALITRAN III,2016,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,3,0,3,1,0,1,4,0,4,12
SALITRAN III,2017,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2,2,0,2,1,0,1,2,0,2,3,0,3,16
SALITRAN III,2018,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2,0,2,5,0,5,1,0,1,4,0,4,2,0,2,7,0,7,24
SALITRAN III,2019,2,0,2,3,0,3,1,0,1,1,0,1,0,0,0,0,0,0,8,0,8,14,0,14,20,0,20,12,1,11,10,0,10,8,0,8,79
SALITRAN III,2020,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5
SALITRAN III,2021,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,1,2,1,0,1,0,0,0,8
SALITRAN III,2022,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,2,0,2,2,0,2,0,0,0,5,0,5,2,0,2,1,0,1,15
SALITRAN III,2023,2,0,2,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,3,0,3,3,0,3,1,0,1,3,0,3,7,0,7,1,0,1,23
SALITRAN III,2024,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,2,0,2,13,1,12,17,0,17,14,0,14,53
SALITRAN IV,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,3
SALITRAN IV,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3,2,0,2,0,0,0,2,0,2,0,0,0,8
SALITRAN IV,2012,0,0,0,2,0,2,0,0,0,2,0,2,2,1,1,2,0,2,4,0,4,6,0,6,7,0,7,6,0,6,3,0,3,1,0,1,35
SALITRAN IV,2013,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,1,0,1,2,0,2,0,0,0,2,0,2,10
SALITRAN IV,2014,0,0,0,2,0,2,0,0,0,2,0,2,2,1,1,2,0,2,4,0,4,6,0,6,7,0,7,6,0,6,3,0,3,1,0,1,35
SALITRAN IV,2015,1,1,0,2,1,1,0,0,0,1,1,0,0,0,0,2,1,1,1,0,1,7,3,4,16,11,5,22,8,14,10,7,3,3,0,3,65
SALITRAN IV,2016,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
SALITRAN IV,2017,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,3,0,3,10
SALITRAN IV,2018,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,1,0,1,4,0,4,11
SALITRAN IV,2019,4,0,4,2,0,2,2,0,2,1,0,1,0,0,0,2,0,2,12,0,12,5,0,5,22,0,22,6,0,6,1,0,1,2,0,2,59
SALITRAN IV,2020,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,4
SALITRAN IV,2021,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,3,2,1,0,0,0,9
SALITRAN IV,2022,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,1,1,0,2,0,2,7
SALITRAN IV,2023,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2,0,2,8
SALITRAN IV,2024,0,0,0,0,0,0,1,0,1,1,0,1,2,0,2,0,0,0,4,0,4,5,0,5,6,0,6,4,0,4,17,0,17,12,0,12,52
SAMPALOC I,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,5,1,0,1,0,0,0,0,0,0,9
SAMPALOC I,2011,0,0,0,3,0,3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2,0,2,0,0,0,3,0,3,3,0,3,0,0,0,13
SAMPALOC I,2012,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,2,0,2,0,0,0,1,0,1,0,0,0,1,0,1,8
SAMPALOC I,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,5,2,0,2,3,0,3,4,0,4,2,0,2,1,0,1,18
SAMPALOC I,2014,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,2,0,2,0,0,0,1,0,1,0,0,0,1,0,1,8
SAMPALOC I,2015,3,2,1,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1,2,6,3,3,9,5,4,13,7,6,6,5,1,2,1,1,45
SAMPALOC I,2016,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,1,0,1,2,0,2,5,0,5,3,0,3,1,0,1,16
SAMPALOC I,2017,3,0,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2,0,2,1,0,1,2,0,2,1,0,1,1,0,1,0,0,0,12
SAMPALOC I,2018,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,5,0,5,1,0,1,5,0,5,17
SAMPALOC I,2019,1,0,1,0,0,0,2,0,2,1,0,1,0,0,0,3,0,3,10,1,9,18,0,18,19,0,19,5,0,5,6,0,6,3,0,3,68
SAMPALOC I,2020,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
SAMPALOC I,2021,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAMPALOC I,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
SAMPALOC I,2023,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,3,0,0,0,2,0,2,0,0,0,0,0,0,8
SAMPALOC I,2024,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,6
SAMPALOC II,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,5,0,5,4,0,4,2,0,2,0,0,0,14
SAMPALOC II,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,1,0,0,0,1,0,1,5
SAMPALOC II,2012,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,3,0,3,2,0,2,2,0,2,3,0,3,0,0,0,1,0,1,15
SAMPALOC II,2013,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,3,0,3,3,0,3,0,0,0,0,0,0,1,0,1,0,0,0,9
SAMPALOC II,2014,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,3,0,3,2,0,2,2,0,2,3,0,3,0,0,0,1,0,1,15
SAMPALOC II,2015,3,2,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,20,13,7,15,7,8,24,15,9,12,6,6,2,0,2,81
SAMPALOC II,2016,6,0,6,4,0,4,0,0,0,0,0,0,0,0,0,1,0,1,9,0,9,2,0,2,2,0,2,1,0,1,0,0,0,3,0,3,28
SAMPALOC II,2017,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,3,0,3,3,0,3,2,0,2,11
SAMPALOC II,2018,3,0,3,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,5,0,5,4,0,4,7,0,7,4,0,4,27
SAMPALOC II,2019,3,0,3,3,0,3,1,0,1,0,0,0,1,0,1,16,0,16,30,1,29,36,0,36,16,0,16,6,0,6,1,0,1,3,0,3,116
SAMPALOC II,2020,3,0,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
SAMPALOC II,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SAMPALOC II,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,1,0,0,0,1,0,1,5
SAMPALOC II,2023,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,4
SAMPALOC II,2024,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,2,0,2,6,0,6,7,0,7,20
SAMPALOC III,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,4,0,4,3,0,3,2,0,2,11
SAMPALOC III,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,1,0,1,0,0,0,4
SAMPALOC III,2012,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,3,0,0,0,0,0,0,1,0,1,8
SAMPALOC III,2013,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,2,0,2,2,0,2,0,0,0,0,0,0,9
SAMPALOC III,2014,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,3,0,0,0,0,0,0,1,0,1,8
SAMPALOC III,2015,2,0,2,2,1,1,1,0,1,0,0,0,1,0,1,2,1,1,4,0,4,5,3,2,9,4,5,7,4,3,2,2,0,0,0,0,35
SAMPALOC III,2016,0,0,0,0,0,0,3,0,3,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,8
SAMPALOC III,2017,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0,6
SAMPALOC III,2018,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,3,0,3,7,0,7,9,0,9,1,0,1,28
SAMPALOC III,2019,2,0,2,1,0,1,0,0,0,7,1,6,2,0,2,7,0,7,120,3,117,47,1,46,21,0,21,9,0,9,7,0,7,1,0,1,224
SAMPALOC III,2020,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAMPALOC III,2021,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAMPALOC III,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,0,3,5
SAMPALOC III,2023,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,2,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7
SAMPALOC III,2024,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,5,0,5,3,0,3,2,0,2,15
SAMPALOC IV,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,0,6,7,0,7,5,0,5,1,0,1,25
SAMPALOC IV,2011,4,0,4,2,0,2,3,0,3,0,0,0,0,0,0,1,0,1,4,0,4,5,0,5,8,0,8,5,0,5,4,0,4,1,0,1,37
SAMPALOC IV,2012,3,0,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,6,2,0,2,4,0,4,1,0,1,19
SAMPALOC IV,2013,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,10,0,10,5,0,5,2,0,2,1,0,1,20
SAMPALOC IV,2014,3,0,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,6,2,0,2,4,0,4,1,0,1,19
SAMPALOC IV,2015,3,2,1,2,1,1,2,0,2,3,3,0,0,0,0,3,2,1,6,2,4,18,11,7,30,12,18,22,13,9,7,4,3,2,2,0,98
SAMPALOC IV,2016,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,2,0,2,4,0,4,1,0,1,13
SAMPALOC IV,2017,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,4,0,4,2,0,2,2,0,2,2,0,2,5,0,5,4,0,4,22
SAMPALOC IV,2018,3,0,3,5,0,5,2,0,2,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,6,0,6,11,0,11,17,0,17,11,0,11,59
SAMPALOC IV,2019,7,0,7,6,0,6,6,0,6,1,0,1,3,0,3,8,0,8,48,0,48,93,0,93,69,0,69,27,0,27,20,0,20,2,0,2,290
SAMPALOC IV,2020,7,0,7,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10
SAMPALOC IV,2021,8,3,5,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,3,1,2,0,0,0,2,0,2,19
SAMPALOC IV,2022,0,0,0,0,0,0,2,0,2,1,0,1,1,0,1,2,0,2,2,0,2,3,0,3,0,0,0,6,0,6,4,0,4,0,0,0,21
SAMPALOC IV,2023,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,3,0,3,0,0,0,2,0,2,4,0,4,4,0,4,17
SAMPALOC IV,2024,2,0,2,0,0,0,1,0,1,3,0,3,0,0,0,3,0,3,3,0,3,5,0,5,7,0,7,21,0,21,26,0,26,23,0,23,94
SAMPALOC V,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,13,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17
SAMPALOC V,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
SAMPALOC V,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3
SAMPALOC V,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAMPALOC V,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3
SAMPALOC V,2015,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,0,2,1,1,0,1,0,1,8
SAMPALOC V,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
SAMPALOC V,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2
SAMPALOC V,2019,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,3,1,0,1,2,0,2,0,0,0,0,0,0,13
SAMPALOC V,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SAMPALOC V,2024,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4
SAN AGUSTIN I,2010,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,2,0,2,2,0,2,2,0,2,5,0,5,20
SAN AGUSTIN I,2011,2,0,2,4,0,4,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,11,0,11,1,0,1,1,0,1,0,0,0,0,0,0,22
SAN AGUSTIN I,2012,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,2,0,2,3,0,3,1,0,1,1,0,1,0,0,0,1,0,1,11
SAN AGUSTIN I,2013,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,3,0,3,8,0,8,13,0,13,3,0,3,4,0,4,1,0,1,36
SAN AGUSTIN I,2014,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,2,0,2,3,0,3,1,0,1,1,0,1,0,0,0,1,0,1,11
SAN AGUSTIN I,2015,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,11,4,7,8,4,4,11,4,7,3,1,2,0,0,0,37
SAN AGUSTIN I,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,1,0,0,0,2,0,2,0,0,0,4,0,4,10
SAN AGUSTIN I,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,3,0,3,1,0,1,0,0,0,8
SAN AGUSTIN I,2018,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,8,0,8,20
SAN AGUSTIN I,2019,4,0,4,4,0,4,1,0,1,0,0,0,1,0,1,0,0,0,13,0,13,24,0,24,10,0,10,9,0,9,3,0,3,3,0,3,72
SAN AGUSTIN I,2020,2,0,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7
SAN AGUSTIN I,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,5
SAN AGUSTIN I,2022,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,4
SAN AGUSTIN I,2023,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3
SAN AGUSTIN I,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,3,4,0,4,4,0,4,6,0,6,0,0,0,18
SAN AGUSTIN II,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,20,0,20,17,0,17,11,0,11,3,0,3,2,0,2,58
SAN AGUSTIN II,2011,0,0,0,2,0,2,2,1,1,0,0,0,0,0,0,0,0,0,2,0,2,4,0,4,1,0,1,1,0,1,2,0,2,0,0,0,14
SAN AGUSTIN II,2012,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,5,11,0,11,3,0,3,0,0,0,7,0,7,31
SAN AGUSTIN II,2013,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2,0,2,1,0,1,0,0,0,1,0,1,1,0,1,7
SAN AGUSTIN II,2014,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,5,11,0,11,3,0,3,0,0,0,7,0,7,31
SAN AGUSTIN II,2015,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,4,3,1,10,8,2,12,6,6,19,11,8,8,3,5,3,1,2,58
SAN AGUSTIN II,2016,2,0,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,2,0,2,2,0,2,10
SAN AGUSTIN II,2017,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,4,6,0,6,5,0,5,2,0,2,1,0,1,22
SAN AGUSTIN II,2018,5,0,5,2,0,2,2,0,2,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,1,0,1,4,0,4,5,0,5,6,0,6,28
SAN AGUSTIN II,2019,3,0,3,2,0,2,1,0,1,1,0,1,2,0,2,6,0,6,27,0,27,17,0,17,14,0,14,6,0,6,5,0,5,0,0,0,84
SAN AGUSTIN II,2020,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SAN AGUSTIN II,2021,2,1,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,1,1,0,5,3,2,0,0,0,14
SAN AGUSTIN II,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
SAN AGUSTIN II,2023,2,0,2,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1,2,0,2,1,0,1,11
SAN AGUSTIN II,2024,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,2,0,2,6,0,6,4,0,4,4,0,4,21
SAN AGUSTIN III,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,6,0,6,4,0,4,9,0,9,27
SAN AGUSTIN III,2011,6,0,6,3,0,3,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,0,4,3,0,3,0,0,0,0,0,0,20
SAN AGUSTIN III,2012,2,0,2,4,1,3,0,0,0,0,0,0,2,0,2,1,0,1,4,0,4,7,0,7,9,0,9,3,0,3,0,0,0,0,0,0,32
SAN AGUSTIN III,2013,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,0,2,3,0,3,3,0,3,3,0,3,0,0,0,15
SAN AGUSTIN III,2014,2,0,2,4,1,3,0,0,0,0,0,0,2,0,2,1,0,1,4,0,4,7,0,7,9,0,9,3,0,3,0,0,0,0,0,0,32
