BARANGAY,Year,1 Total,1 D,1 A,2 Total,2 D,2 A,3 Total,3 D,3 A,4 Total,4 D,4 A,5 Total,5 D,5 A,6 Total,6 D,6 A,7 Total,7 D,7 A,8 Total,8 D,8 A,9 Total,9 D,9 A,10 Total,10 D,10 A,11 Total,11 D,11 A,12 Total,12 D,12 A,Grand Total
SAN ISIDRO LABRADOR II,2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,3,0,3,3,0,3,3,0,3,0,0,0,11
SAN JOSE,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,7,0,7,7,0,7,6,0,6,2,0,2,25
SAN JOSE,2011,6,0,6,3,0,3,4,0,4,1,0,1,0,0,0,1,0,1,2,0,2,6,0,6,3,0,3,3,0,3,5,0,5,1,0,1,35
SAN JOSE,2012,2,0,2,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2,2,0,2,4,0,4,2,0,2,2,0,2,2,0,2,19
SAN JOSE,2013,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,8,0,8,6,0,6,5,0,5,3,0,3,0,0,0,25
SAN JOSE,2014,2,0,2,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2,2,0,2,4,0,4,2,0,2,2,0,2,2,0,2,19
SAN JOSE,2015,1,1,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,10,4,6,14,5,9,8,3,5,5,2,3,44
SAN JOSE,2016,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2,0,2,2,0,2,0,0,0,4,0,4,13
SAN JOSE,2017,2,0,2,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2,1,0,1,2,0,2,4,0,4,7,0,7,1,0,1,22
SAN JOSE,2018,3,0,3,6,0,6,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3,1,0,1,2,0,2,3,0,3,3,0,3,4,0,4,26
SAN JOSE,2019,3,0,3,2,0,2,2,0,2,1,1,0,2,0,2,0,0,0,18,0,18,19,0,19,35,0,35,15,0,15,7,0,7,1,0,1,105
SAN JOSE,2020,1,0,1,4,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,3,0,0,0,10
SAN JOSE,2021,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,1,1,0,2,0,2,1,0,1,10
SAN JOSE,2022,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,2,0,2,3,0,3,2,0,2,0,0,0,0,0,0,11
SAN JOSE,2023,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,0,2,1,0,1,1,0,1,0,0,0,7
SAN JOSE,2024,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,7,0,7,11,0,11,24
SAN JUAN (SAN JUAN I),2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,3
SAN JUAN (SAN JUAN I),2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
SAN JUAN (SAN JUAN I),2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3
SAN JUAN (SAN JUAN I),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,4
SAN JUAN (SAN JUAN I),2014,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3
SAN JUAN (SAN JUAN I),2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,5,3,2,3,1,2,5,2,3,4,1,3,0,0,0,19
SAN JUAN (SAN JUAN I),2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN JUAN (SAN JUAN I),2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5
SAN JUAN (SAN JUAN I),2018,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4
SAN JUAN (SAN JUAN I),2019,1,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,7,11,0,11,1,0,1,1,0,1,0,0,0,27
SAN JUAN (SAN JUAN I),2021,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,4
SAN JUAN (SAN JUAN I),2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,3
SAN JUAN (SAN JUAN I),2023,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN LORENZO RUIZ I,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,7
SAN LORENZO RUIZ I,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
SAN LORENZO RUIZ I,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN LORENZO RUIZ I,2015,6,3,3,2,2,0,2,1,1,1,0,1,0,0,0,0,0,0,3,2,1,3,3,0,7,2,5,7,5,2,3,1,2,0,0,0,34
SAN LORENZO RUIZ I,2016,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,4
SAN LORENZO RUIZ I,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,3
SAN LORENZO RUIZ I,2018,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3
SAN LORENZO RUIZ I,2019,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,12,0,12,3,0,3,0,0,0,1,0,1,26
SAN LORENZO RUIZ I,2020,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN LORENZO RUIZ I,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2
SAN LORENZO RUIZ I,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,3
SAN LORENZO RUIZ I,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
SAN LORENZO RUIZ I,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,4,0,4,4,0,4,10
SAN LORENZO RUIZ II,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
SAN LORENZO RUIZ II,2011,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,4
SAN LORENZO RUIZ II,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1,3
SAN LORENZO RUIZ II,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
SAN LORENZO RUIZ II,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1,3
SAN LORENZO RUIZ II,2015,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,6,5,4,1,3,3,0,3,2,1,1,1,0,0,0,0,24
SAN LORENZO RUIZ II,2016,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,3
SAN LORENZO RUIZ II,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
SAN LORENZO RUIZ II,2019,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,3,0,3,0,0,0,0,0,0,7
SAN LORENZO RUIZ II,2020,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,3
SAN LORENZO RUIZ II,2021,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3
SAN LORENZO RUIZ II,2023,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,3
SAN LORENZO RUIZ II,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,3
SAN LUIS I,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
SAN LUIS I,2011,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,2,0,2,0,0,0,6
SAN LUIS I,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
SAN LUIS I,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,4,0,0,0,2,0,2,0,0,0,0,0,0,8
SAN LUIS I,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
SAN LUIS I,2015,2,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,5,3,2,12,5,7,6,4,2,1,0,1,30
SAN LUIS I,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
SAN LUIS I,2017,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4
SAN LUIS I,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,3
SAN LUIS I,2019,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,6,0,6,8,0,8,3,0,3,9,0,9,0,0,0,30
SAN LUIS I,2020,3,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAN LUIS I,2021,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAN LUIS I,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
SAN LUIS I,2023,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,3
SAN LUIS I,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,5,0,5,4,0,4,13
SAN LUIS II,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,1,0,1,4
SAN LUIS II,2011,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4
SAN LUIS II,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,3
SAN LUIS II,2013,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN LUIS II,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,3
SAN LUIS II,2015,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,2,2,0,4,1,3,3,0,3,5,5,0,16,5,11,4,2,2,2,1,1,39
SAN LUIS II,2016,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3
SAN LUIS II,2017,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,5
SAN LUIS II,2018,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4
SAN LUIS II,2019,2,0,2,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,13,0,13,15,0,15,8,0,8,4,0,4,1,0,1,0,0,0,47
SAN LUIS II,2020,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5
SAN LUIS II,2021,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,5
SAN LUIS II,2022,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,4
SAN LUIS II,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,3
SAN LUIS II,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,5,5,0,5,8,0,8,21
SAN MANUEL I,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,4
SAN MANUEL I,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2
SAN MANUEL I,2013,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,4
SAN MANUEL I,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2
SAN MANUEL I,2015,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,5,1,4,3,3,0,1,0,1,0,0,0,13
SAN MANUEL I,2016,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN MANUEL I,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2
SAN MANUEL I,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,3,0,3,1,0,1,7
SAN MANUEL I,2019,2,0,2,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7
SAN MANUEL I,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2
SAN MANUEL I,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
SAN MANUEL I,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,2,0,2,4,0,4,1,0,1,12
SAN MANUEL II,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,4
SAN MANUEL II,2011,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN MANUEL II,2012,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,5
SAN MANUEL II,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2
SAN MANUEL II,2014,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,5
SAN MANUEL II,2015,0,0,0,1,1,0,3,2,1,0,0,0,0,0,0,0,0,0,3,3,0,5,1,4,4,3,1,7,4,3,1,0,1,0,0,0,24
SAN MANUEL II,2016,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN MANUEL II,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1,1,0,1,2,0,2,1,0,1,7
SAN MANUEL II,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,3,4,0,4,0,0,0,8
SAN MANUEL II,2019,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,2,0,2,2,0,2,0,0,0,9
SAN MANUEL II,2020,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN MANUEL II,2021,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN MANUEL II,2022,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
SAN MANUEL II,2023,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4
SAN MANUEL II,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,2,0,2,5
SAN MATEO,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2
SAN MATEO,2011,1,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,7
SAN MATEO,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,1,0,1,1,0,1,5
SAN MATEO,2013,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3
SAN MATEO,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,1,0,1,1,0,1,5
SAN MATEO,2015,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,3,1,9,5,4,5,4,1,0,0,0,20
SAN MATEO,2016,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
SAN MATEO,2017,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4
SAN MATEO,2018,0,0,0,3,0,3,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,1,0,1,10
SAN MATEO,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,6,0,6,9,0,9,5,0,5,3,0,3,0,0,0,31
SAN MATEO,2020,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,0,10,12,0,12,1,0,1,26
SAN MATEO,2021,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,1,0,9
SAN MATEO,2022,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN MATEO,2023,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,8,0,8,1,0,1,0,0,0,14
SAN MATEO,2024,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,4,0,4,7,0,7,14
SAN MIGUEL,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,3
SAN MIGUEL,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,4,1,0,1,1,0,1,0,0,0,0,0,0,7
SAN MIGUEL,2013,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN MIGUEL,2015,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,3,3,0,7,3,4,7,6,1,5,2,3,0,0,0,25
SAN MIGUEL,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
SAN MIGUEL,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2
SAN MIGUEL,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,4
SAN MIGUEL,2019,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,6,1,0,1,9,1,8,3,0,3,0,0,0,1,0,1,22
SAN MIGUEL,2020,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN MIGUEL,2021,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
SAN MIGUEL,2022,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,5
SAN MIGUEL,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,3
SAN MIGUEL,2024,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,4,0,4,2,0,2,4,0,4,14
SAN MIGUEL II,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,4,2,0,2,0,0,0,0,0,0,7
SAN MIGUEL II,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,1,0,1,0,0,0,0,0,0,4
SAN MIGUEL II,2012,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN MIGUEL II,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2
SAN MIGUEL II,2014,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN MIGUEL II,2015,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,3,0,3,1,2,3,3,0,1,1,0,0,0,0,13
SAN MIGUEL II,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2
SAN MIGUEL II,2019,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,4,0,4,1,0,1,0,0,0,0,0,0,10
SAN MIGUEL II,2020,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAN MIGUEL II,2022,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,6
SAN MIGUEL II,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,4,0,4,1,0,1,8
SAN NICOLAS I,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,3
SAN NICOLAS I,2011,5,0,5,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
SAN NICOLAS I,2012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3
SAN NICOLAS I,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
SAN NICOLAS I,2014,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3
SAN NICOLAS I,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,5,2,3,1,0,1,2,0,2,10
