BARANGAY,MONTH,YEAR,Cases,RAINFALL,TMAX,TMIN,WIND_SPEED,AvgH,Population
SANTA CRISTINA II,2,2026,,17.1,31.1,24.87,3,69,3403
SANTA CRISTINA II,3,2026,,17,32.66,25.94,3,65,3402
SANTA CRISTINA II,4,2026,,16.1,34.43,27.25,3,64,3401
SANTA CRISTINA II,5,2026,,196.3,34.87,28,3,70,3400
SANTA CRUZ I,1,2010,0,5.8,30.28461538,24.66153846,4,76,4667
SANTA CRUZ I,2,2010,0,0,31.16923077,24.77692308,4,69,4671
SANTA CRUZ I,3,2010,0,10.4,32.56923077,25.8,4,68,4674
SANTA CRUZ I,4,2010,0,45.4,34.3,27.03076923,5,65,4677
SANTA CRUZ I,5,2010,0,36.8,34.89230769,27.87692308,4,69,4680
SANTA CRUZ I,6,2010,0,151.2,33.31538462,27.09230769,3,86,4684
SANTA CRUZ I,7,2010,0,355.9,32.9,26.9,3,85,4687
SANTA CRUZ I,8,2010,1,375.2,32.3,26.5,3,86,4690
SANTA CRUZ I,9,2010,1,291.8,32.5,26.7,2,85,4693
SANTA CRUZ I,10,2010,1,444.7,31.6,26.6,3,88,4697
SANTA CRUZ I,11,2010,0,240.9,31.3,26.2,3,86,4700
SANTA CRUZ I,12,2010,0,98,30.3,25.7,3,84,4703
SANTA CRUZ I,1,2011,2,69.7,30,24.7,3,83,4707
SANTA CRUZ I,2,2011,0,0,31,24.9,4,77,4710
SANTA CRUZ I,3,2011,1,48,31.3,25.6,4,77,4713
SANTA CRUZ I,4,2011,0,3,32.7,26,5,70,4717
SANTA CRUZ I,5,2011,0,251.7,34.3,27.1,3,80,4720
SANTA CRUZ I,6,2011,0,744.5,32,26.4,3,85,4723
SANTA CRUZ I,7,2011,0,393.1,31.3,26.4,3,87,4726
SANTA CRUZ I,8,2011,2,486.6,31.2,26.3,3,90,4730
SANTA CRUZ I,9,2011,0,423.1,31.1,25.9,3,90,4733
SANTA CRUZ I,10,2011,0,172.1,32.5,25.9,3,87,4736
SANTA CRUZ I,11,2011,0,156.2,31.7,25.7,3,82,4740
SANTA CRUZ I,12,2011,0,198.5,30,25.3,3,86,4743
SANTA CRUZ I,1,2012,0,25.2,30.8,25.3,3,82,4746
SANTA CRUZ I,2,2012,0,104.2,31.2,25.4,4,79,4750
SANTA CRUZ I,3,2012,0,88.5,31.6,25.6,4,78,4753
SANTA CRUZ I,4,2012,1,10.5,34.5,27,4,71,4756
SANTA CRUZ I,5,2012,0,294.3,34.5,27.5,3,83,4760
SANTA CRUZ I,6,2012,0,232,32.2,26.7,3,83,4763
SANTA CRUZ I,7,2012,0,748,31.7,25.9,3,87,4766
SANTA CRUZ I,8,2012,0,1186.3,30.4,25.3,3,87,4770
SANTA CRUZ I,9,2012,1,591.5,31.5,25.8,2,85,4773
SANTA CRUZ I,10,2012,2,308,31.7,25.6,3,81,4776
SANTA CRUZ I,11,2012,0,12.7,33,26.2,3,78,4780
SANTA CRUZ I,12,2012,0,11.4,32,25.8,3,78,4783
SANTA CRUZ I,1,2013,0,37.6,30.2,24.2,4,76,4786
SANTA CRUZ I,2,2013,0,110,32,25,4,73,4790
SANTA CRUZ I,3,2013,0,58.4,33,26.1,4,76,4793
SANTA CRUZ I,4,2013,0,1.4,35.3,27.7,4,71,4796
SANTA CRUZ I,5,2013,0,47.4,35,28,3,78,4800
SANTA CRUZ I,6,2013,0,290.9,34.1,27.1,2,85,4803
SANTA CRUZ I,7,2013,0,533,32.7,25.9,2,85,4806
SANTA CRUZ I,8,2013,5,1339.5,31,25.5,2,88,4810
SANTA CRUZ I,9,2013,0,977.2,30.5,25.5,2,89,4813
SANTA CRUZ I,10,2013,0,246.3,31.2,25.7,2,84,4817
SANTA CRUZ I,11,2013,1,130.2,31.4,25.9,2,84,4820
SANTA CRUZ I,12,2013,0,28.8,31.3,25.4,2,82,4823
SANTA CRUZ I,1,2014,0,0.4,29.5,23.4,3,76,4827
SANTA CRUZ I,2,2014,0,3.3,31.3,24.1,3,74,4830
SANTA CRUZ I,3,2014,0,7.2,32.5,25.4,4,72,4833
SANTA CRUZ I,4,2014,1,1.2,35,26.8,4,70,4837
SANTA CRUZ I,5,2014,0,84.5,36.3,28.3,3,73,4840
SANTA CRUZ I,6,2014,0,321.4,33.2,27,2,82,4844
SANTA CRUZ I,7,2014,0,523.4,31.7,25.8,3,88,4847
SANTA CRUZ I,8,2014,0,296.8,32,26.5,3,86,4850
SANTA CRUZ I,9,2014,1,460.3,31.7,26.2,2,86,4854
SANTA CRUZ I,10,2014,2,212.9,32,26.2,2,85,4857
SANTA CRUZ I,11,2014,0,27.8,32,25.9,2,81,4861
SANTA CRUZ I,12,2014,0,163.2,30.1,25.2,2,82,4864
SANTA CRUZ I,1,2015,1,31.8,29.5,23.6,2,79,4867
SANTA CRUZ I,2,2015,0,1,30.7,24.1,3,72,4871
SANTA CRUZ I,3,2015,0,7.8,32,25.1,2,65,4874
SANTA CRUZ I,4,2015,0,0,34.3,26.8,2,63,4878
SANTA CRUZ I,5,2015,0,10.2,35.3,28,3,69,4881
SANTA CRUZ I,6,2015,0,166.8,34.6,27.7,3,74,4884
SANTA CRUZ I,7,2015,4,352.8,32.2,26.7,3,81,4888
SANTA CRUZ I,8,2015,2,312.6,32.6,26.7,3,82,4891
SANTA CRUZ I,9,2015,4,359.2,32.9,26.6,3,82,4895
SANTA CRUZ I,10,2015,6,188,32.1,26.7,3,80,4898
SANTA CRUZ I,11,2015,6,9.4,32.8,26.5,3,72,4902
SANTA CRUZ I,12,2015,0,294.7,31,25.3,3,75,4905
SANTA CRUZ I,1,2016,0,1.4,31.3,25.3,3,70,4917
SANTA CRUZ I,2,2016,0,80.6,30.8,24.9,4,66,4921
SANTA CRUZ I,3,2016,0,0.2,32.8,26.3,4,64,4925
SANTA CRUZ I,4,2016,0,20.2,35,27.9,4,61,4929
SANTA CRUZ I,5,2016,0,93.4,34.8,28.3,3,68,4933
SANTA CRUZ I,6,2016,0,182.2,33.4,27.5,3,78,4937
SANTA CRUZ I,7,2016,0,303,33.1,27,3,80,4941
SANTA CRUZ I,8,2016,1,775.4,31.1,26.6,3,84,4945
SANTA CRUZ I,9,2016,1,145.3,32.3,26.8,3,81,4949
SANTA CRUZ I,10,2016,3,208.8,32,26.6,3,80,4954
SANTA CRUZ I,11,2016,2,88.9,31.1,26,3,76,4958
SANTA CRUZ I,12,2016,0,89.8,30.9,25.8,3,77,4962
SANTA CRUZ I,1,2017,3,52.5,29.7,25,3,74,4966
SANTA CRUZ I,2,2017,1,5.4,30,24.5,4,71,4970
SANTA CRUZ I,3,2017,0,6.4,32.1,25.8,4,65,4974
SANTA CRUZ I,4,2017,0,39.3,33.8,27.2,4,68,4978
SANTA CRUZ I,5,2017,0,186.4,34.4,28.3,3,71,4982
SANTA CRUZ I,6,2017,0,105.1,33.6,27.7,3,77,4986
SANTA CRUZ I,7,2017,0,467.2,31.8,26.8,3,81,4991
SANTA CRUZ I,8,2017,2,323,32.6,27.1,3,81,4995
SANTA CRUZ I,9,2017,0,382.7,32.3,27.1,3,81,4999
SANTA CRUZ I,10,2017,0,196.1,31.6,26.6,3,81,5003
SANTA CRUZ I,11,2017,2,116.4,31.7,26.5,3,80,5007
SANTA CRUZ I,12,2017,0,57.1,30.5,25.8,3,78,5011
SANTA CRUZ I,1,2018,0,16.4,30.3,25.4,3,76,5015
SANTA CRUZ I,2,2018,0,0.8,31.6,25.4,3,69,5020
SANTA CRUZ I,3,2018,0,105.8,32.1,25.7,3,66,5024
SANTA CRUZ I,4,2018,0,0.2,34.3,27.2,3,63,5028
SANTA CRUZ I,5,2018,0,20,35.5,28.5,3,69,5032
SANTA CRUZ I,6,2018,0,723,31.6,26.5,3,81,5036
SANTA CRUZ I,7,2018,1,757.3,30.4,26,3,83,5040
SANTA CRUZ I,8,2018,0,427.2,31.2,26.6,4,81,5045
SANTA CRUZ I,9,2018,0,194.7,31.8,26.5,3,80,5049
SANTA CRUZ I,10,2018,0,72.8,33.1,27,3,75,5053
SANTA CRUZ I,11,2018,0,13.7,32.4,26.6,3,71,5057
SANTA CRUZ I,12,2018,0,132.9,30.6,25.7,2,78,5061
SANTA CRUZ I,1,2019,0,5.7,30.6,24.9,3,70,5066
SANTA CRUZ I,2,2019,0,2,31.5,24.6,3,65,5070
SANTA CRUZ I,3,2019,0,2.4,33.2,25.5,3,60,5074
SANTA CRUZ I,4,2019,0,3.6,35.4,27.3,3,59,5078
SANTA CRUZ I,5,2019,0,61.9,34.5,27.6,3,74,5082
SANTA CRUZ I,6,2019,1,271.1,34.5,27.4,3,74,5087
SANTA CRUZ I,7,2019,3,309.8,32.5,26.4,3,80,5091
SANTA CRUZ I,8,2019,1,622.9,30.9,26.3,4,83,5095
SANTA CRUZ I,9,2019,6,330.1,31.7,25.9,3,81,5099
SANTA CRUZ I,10,2019,8,33.2,33.2,26.5,3,76,5104
SANTA CRUZ I,11,2019,2,149.8,31.9,25.9,2,78,5108
SANTA CRUZ I,12,2019,0,119.5,31.5,25.4,3,75,5112
SANTA CRUZ I,1,2020,1,4.2,31,24.9,3,73,5116
SANTA CRUZ I,2,2020,0,31.6,31.1,24.1,3,70,5120
SANTA CRUZ I,3,2020,0,2,33.3,26.2,3,64,5125
SANTA CRUZ I,4,2020,0,0,35,27.4,3,64,5129
SANTA CRUZ I,5,2020,0,190.2,34.9,27.8,2,71,5133
SANTA CRUZ I,6,2020,0,269.5,34.1,27.5,3,74,5137
SANTA CRUZ I,7,2020,0,230.4,33.8,26.6,2,78,5142
SANTA CRUZ I,8,2020,0,214.2,32.2,26.3,2,81,5146
SANTA CRUZ I,9,2020,0,130.9,33.7,26.9,2,80,5150
SANTA CRUZ I,10,2020,0,375.7,31.8,26.1,3,82,5155
SANTA CRUZ I,11,2020,0,203.6,31.6,25.6,3,82,5159
SANTA CRUZ I,12,2020,0,123.9,31,25.6,2,81,5163
SANTA CRUZ I,1,2021,2,84.6,30.3,24.6,2,77,5158
SANTA CRUZ I,2,2021,1,25.9,31.3,24.7,2,75,5162
SANTA CRUZ I,3,2021,0,14.3,33.5,26.2,3,70,5165
SANTA CRUZ I,4,2021,0,4.4,33.9,26.7,3,67,5169
SANTA CRUZ I,5,2021,0,0.2,35.6,28.2,3,66,5173
SANTA CRUZ I,6,2021,0,121.5,32.8,26.8,3,78,5176
SANTA CRUZ I,7,2021,0,682.6,31.6,26.3,3,85,5180
SANTA CRUZ I,8,2021,0,136.4,32.6,26.7,3,83,5183
SANTA CRUZ I,9,2021,0,236,32.2,26.5,2,85,5187
SANTA CRUZ I,10,2021,0,121.8,32,26.3,2,82,5191
SANTA CRUZ I,11,2021,0,17.4,33,26.7,2,77,5194
SANTA CRUZ I,12,2021,0,59.3,31.2,25.1,3,73,5198
SANTA CRUZ I,1,2022,0,15.8,30.8,24.7,3,73,5201
SANTA CRUZ I,2,2022,0,17.8,31.7,25.5,3,70,5205
SANTA CRUZ I,3,2022,0,33.8,33.7,26.8,3,68,5209
SANTA CRUZ I,4,2022,1,41.4,33.2,26.7,3,70,5212
SANTA CRUZ I,5,2022,0,232.2,34.1,27.1,3,75,5216
SANTA CRUZ I,6,2022,0,74,33.8,27.2,2,77,5219
SANTA CRUZ I,7,2022,0,202.8,33,26.8,3,81,5223
SANTA CRUZ I,8,2022,0,401.8,31.6,25.9,2,83,5227
SANTA CRUZ I,9,2022,0,400.4,31.3,25.9,3,84,5230
SANTA CRUZ I,10,2022,1,367.8,32.6,26.9,3,82,5234
SANTA CRUZ I,11,2022,0,103,31.7,26,3,79,5238
SANTA CRUZ I,12,2022,1,64.4,30.8,25.7,3,76,5241
SANTA CRUZ I,1,2023,0,72.6,29.7,24.6,3,75,5245
SANTA CRUZ I,2,2023,0,12.4,31,24.9,3,69,5248
SANTA CRUZ I,3,2023,0,0.4,32.3,25.1,4,64,5252
SANTA CRUZ I,4,2023,0,68.7,33.5,26.7,3,69,5256
SANTA CRUZ I,5,2023,0,134.6,34.4,27.7,4,73,5259
SANTA CRUZ I,6,2023,0,200.4,33.2,26.7,3,81,5263
SANTA CRUZ I,7,2023,0,476,32.9,26.7,3,82,5267
SANTA CRUZ I,8,2023,0,289.2,32,27.5,4,81,5270
SANTA CRUZ I,9,2023,0,315.3,32.3,26.8,3,84,5274
SANTA CRUZ I,10,2023,0,201.3,31.8,26.6,3,82,5278
SANTA CRUZ I,11,2023,0,16.3,32.4,26.7,3,78,5281
SANTA CRUZ I,12,2023,0,47.2,31.5,26,3,79,5285
SANTA CRUZ I,1,2024,0,1.02,32.2,27.2,3,74,5289
SANTA CRUZ I,2,2024,0,2.54,31.7,25.5,3,66,5292
SANTA CRUZ I,3,2024,0,0.2,32.3,26.3,4,65,5296
SANTA CRUZ I,4,2024,0,0,35.3,27.9,4,60,5300
SANTA CRUZ I,5,2024,0,113.3,35.2,28.4,4,71,5303
SANTA CRUZ I,6,2024,0,212.9,33.7,27.7,3,78,5307
SANTA CRUZ I,7,2024,0,509.8,31.9,26.8,3,82,5311
SANTA CRUZ I,8,2024,0,289.6,32.5,27,3,82,5314
SANTA CRUZ I,9,2024,1,371.1,31.1,26.7,3,84,5318
SANTA CRUZ I,10,2024,1,303,31.7,26.8,3,84,5322
SANTA CRUZ I,11,2024,3,82,32.1,26.7,2,78,5325
SANTA CRUZ I,12,2024,3,128,30.2,25.8,2,81,5329
SANTA CRUZ I,1,2025,,8.1,30.2,25.3,2,74,5333
SANTA CRUZ I,2,2025,,8.1,30.7,25.4,3,73,5337
SANTA CRUZ I,3,2025,,14,32,26.3,3,69,5340
SANTA CRUZ I,4,2025,,0,35,28,4,66,5344
SANTA CRUZ I,5,2025,,1116.8,34.9,28.1,4,71,5348
SANTA CRUZ I,6,2025,,1249.7,32.2,26.7,2,81,5351
SANTA CRUZ I,7,2025,,2286.3,30.3,26.4,4,87,5355
SANTA CRUZ I,8,2025,,281,31.5,26.4,2,82,5359
SANTA CRUZ I,9,2025,,331.2,30.6,25.7,3,87,5363
SANTA CRUZ I,10,2025,,303.5,31.2,26.3,2,84,5366
SANTA CRUZ I,11,2025,,100.3,31,27,4,84,5370
SANTA CRUZ I,12,2025,,111.7,30.9,25.62,2,77,5374
SANTA CRUZ I,1,2026,,26.7,30.5,25.03,2,74,5378
SANTA CRUZ I,2,2026,,17.1,31.1,24.87,3,69,5382
SANTA CRUZ I,3,2026,,17,32.66,25.94,3,65,5386
SANTA CRUZ I,4,2026,,16.1,34.43,27.25,3,64,5390
SANTA CRUZ I,5,2026,,196.3,34.87,28,3,70,5394
SANTA CRUZ II,1,2010,0,5.8,30.28461538,24.66153846,4,76,2224
SANTA CRUZ II,2,2010,0,0,31.16923077,24.77692308,4,69,2225
SANTA CRUZ II,3,2010,0,10.4,32.56923077,25.8,4,68,2227
SANTA CRUZ II,4,2010,0,45.4,34.3,27.03076923,5,65,2229
SANTA CRUZ II,5,2010,0,36.8,34.89230769,27.87692308,4,69,2230
SANTA CRUZ II,6,2010,0,151.2,33.31538462,27.09230769,3,86,2232
SANTA CRUZ II,7,2010,0,355.9,32.9,26.9,3,85,2234
SANTA CRUZ II,8,2010,0,375.2,32.3,26.5,3,86,2235
SANTA CRUZ II,9,2010,1,291.8,32.5,26.7,2,85,2237
SANTA CRUZ II,10,2010,0,444.7,31.6,26.6,3,88,2239
SANTA CRUZ II,11,2010,0,240.9,31.3,26.2,3,86,2240
SANTA CRUZ II,12,2010,0,98,30.3,25.7,3,84,2242
SANTA CRUZ II,1,2011,0,69.7,30,24.7,3,83,2244
SANTA CRUZ II,2,2011,0,0,31,24.9,4,77,2245
SANTA CRUZ II,3,2011,1,48,31.3,25.6,4,77,2247
SANTA CRUZ II,4,2011,0,3,32.7,26,5,70,2248
SANTA CRUZ II,5,2011,0,251.7,34.3,27.1,3,80,2250
SANTA CRUZ II,6,2011,0,744.5,32,26.4,3,85,2252
SANTA CRUZ II,7,2011,0,393.1,31.3,26.4,3,87,2253
SANTA CRUZ II,8,2011,0,486.6,31.2,26.3,3,90,2255
SANTA CRUZ II,9,2011,0,423.1,31.1,25.9,3,90,2257
SANTA CRUZ II,10,2011,0,172.1,32.5,25.9,3,87,2259
SANTA CRUZ II,11,2011,0,156.2,31.7,25.7,3,82,2260
SANTA CRUZ II,12,2011,0,198.5,30,25.3,3,86,2262
SANTA CRUZ II,1,2012,0,25.2,30.8,25.3,3,82,2264
SANTA CRUZ II,2,2012,0,104.2,31.2,25.4,4,79,2265
SANTA CRUZ II,3,2012,1,88.5,31.6,25.6,4,78,2267
SANTA CRUZ II,4,2012,0,10.5,34.5,27,4,71,2269
SANTA CRUZ II,5,2012,0,294.3,34.5,27.5,3,83,2270
SANTA CRUZ II,6,2012,0,232,32.2,26.7,3,83,2272
SANTA CRUZ II,7,2012,1,748,31.7,25.9,3,87,2274
SANTA CRUZ II,8,2012,1,1186.3,30.4,25.3,3,87,2275
SANTA CRUZ II,9,2012,1,591.5,31.5,25.8,2,85,2277
SANTA CRUZ II,10,2012,1,308,31.7,25.6,3,81,2279
SANTA CRUZ II,11,2012,0,12.7,33,26.2,3,78,2280
SANTA CRUZ II,12,2012,0,11.4,32,25.8,3,78,2282
SANTA CRUZ II,1,2013,0,37.6,30.2,24.2,4,76,2284
SANTA CRUZ II,2,2013,0,110,32,25,4,73,2285
SANTA CRUZ II,3,2013,0,58.4,33,26.1,4,76,2287
SANTA CRUZ II,4,2013,0,1.4,35.3,27.7,4,71,2289
SANTA CRUZ II,5,2013,0,47.4,35,28,3,78,2291
SANTA CRUZ II,6,2013,0,290.9,34.1,27.1,2,85,2292
SANTA CRUZ II,7,2013,2,533,32.7,25.9,2,85,2294
SANTA CRUZ II,8,2013,0,1339.5,31,25.5,2,88,2296
SANTA CRUZ II,9,2013,1,977.2,30.5,25.5,2,89,2297
SANTA CRUZ II,10,2013,0,246.3,31.2,25.7,2,84,2299
SANTA CRUZ II,11,2013,0,130.2,31.4,25.9,2,84,2301
SANTA CRUZ II,12,2013,0,28.8,31.3,25.4,2,82,2302
SANTA CRUZ II,1,2014,0,0.4,29.5,23.4,3,76,2304
SANTA CRUZ II,2,2014,0,3.3,31.3,24.1,3,74,2306
SANTA CRUZ II,3,2014,1,7.2,32.5,25.4,4,72,2308
SANTA CRUZ II,4,2014,0,1.2,35,26.8,4,70,2309
SANTA CRUZ II,5,2014,0,84.5,36.3,28.3,3,73,2311
SANTA CRUZ II,6,2014,0,321.4,33.2,27,2,82,2313
SANTA CRUZ II,7,2014,1,523.4,31.7,25.8,3,88,2314
SANTA CRUZ II,8,2014,1,296.8,32,26.5,3,86,2316
SANTA CRUZ II,9,2014,1,460.3,31.7,26.2,2,86,2318
SANTA CRUZ II,10,2014,1,212.9,32,26.2,2,85,2320
SANTA CRUZ II,11,2014,0,27.8,32,25.9,2,81,2321
SANTA CRUZ II,12,2014,0,163.2,30.1,25.2,2,82,2323
SANTA CRUZ II,1,2015,1,31.8,29.5,23.6,2,79,2325
SANTA CRUZ II,2,2015,0,1,30.7,24.1,3,72,2326
SANTA CRUZ II,3,2015,1,7.8,32,25.1,2,65,2328
SANTA CRUZ II,4,2015,1,0,34.3,26.8,2,63,2330
SANTA CRUZ II,5,2015,0,10.2,35.3,28,3,69,2332
SANTA CRUZ II,6,2015,2,166.8,34.6,27.7,3,74,2333
SANTA CRUZ II,7,2015,3,352.8,32.2,26.7,3,81,2335
SANTA CRUZ II,8,2015,1,312.6,32.6,26.7,3,82,2337
SANTA CRUZ II,9,2015,0,359.2,32.9,26.6,3,82,2339
SANTA CRUZ II,10,2015,2,188,32.1,26.7,3,80,2340
SANTA CRUZ II,11,2015,1,9.4,32.8,26.5,3,72,2342
SANTA CRUZ II,12,2015,0,294.7,31,25.3,3,75,2344
SANTA CRUZ II,1,2016,0,1.4,31.3,25.3,3,70,2282
SANTA CRUZ II,2,2016,1,80.6,30.8,24.9,4,66,2278
SANTA CRUZ II,3,2016,0,0.2,32.8,26.3,4,64,2275
SANTA CRUZ II,4,2016,0,20.2,35,27.9,4,61,2272
SANTA CRUZ II,5,2016,0,93.4,34.8,28.3,3,68,2269
SANTA CRUZ II,6,2016,0,182.2,33.4,27.5,3,78,2266
SANTA CRUZ II,7,2016,0,303,33.1,27,3,80,2263
SANTA CRUZ II,8,2016,0,775.4,31.1,26.6,3,84,2260
SANTA CRUZ II,9,2016,0,145.3,32.3,26.8,3,81,2256
SANTA CRUZ II,10,2016,1,208.8,32,26.6,3,80,2253
SANTA CRUZ II,11,2016,0,88.9,31.1,26,3,76,2250
SANTA CRUZ II,12,2016,0,89.8,30.9,25.8,3,77,2247
SANTA CRUZ II,1,2017,0,52.5,29.7,25,3,74,2244
SANTA CRUZ II,2,2017,0,5.4,30,24.5,4,71,2241
SANTA CRUZ II,3,2017,0,6.4,32.1,25.8,4,65,2238
SANTA CRUZ II,4,2017,0,39.3,33.8,27.2,4,68,2235
SANTA CRUZ II,5,2017,1,186.4,34.4,28.3,3,71,2232
SANTA CRUZ II,6,2017,0,105.1,33.6,27.7,3,77,2229
SANTA CRUZ II,7,2017,0,467.2,31.8,26.8,3,81,2226
SANTA CRUZ II,8,2017,1,323,32.6,27.1,3,81,2222
SANTA CRUZ II,9,2017,1,382.7,32.3,27.1,3,81,2219
SANTA CRUZ II,10,2017,0,196.1,31.6,26.6,3,81,2216
SANTA CRUZ II,11,2017,0,116.4,31.7,26.5,3,80,2213
SANTA CRUZ II,12,2017,1,57.1,30.5,25.8,3,78,2210
SANTA CRUZ II,1,2018,0,16.4,30.3,25.4,3,76,2207
SANTA CRUZ II,2,2018,0,0.8,31.6,25.4,3,69,2204
SANTA CRUZ II,3,2018,0,105.8,32.1,25.7,3,66,2201
SANTA CRUZ II,4,2018,0,0.2,34.3,27.2,3,63,2198
SANTA CRUZ II,5,2018,0,20,35.5,28.5,3,69,2195
SANTA CRUZ II,6,2018,0,723,31.6,26.5,3,81,2192
SANTA CRUZ II,7,2018,0,757.3,30.4,26,3,83,2189
SANTA CRUZ II,8,2018,0,427.2,31.2,26.6,4,81,2186
SANTA CRUZ II,9,2018,0,194.7,31.8,26.5,3,80,2183
SANTA CRUZ II,10,2018,0,72.8,33.1,27,3,75,2180
SANTA CRUZ II,11,2018,0,13.7,32.4,26.6,3,71,2177
SANTA CRUZ II,12,2018,0,132.9,30.6,25.7,2,78,2174
SANTA CRUZ II,1,2019,0,5.7,30.6,24.9,3,70,2171
SANTA CRUZ II,2,2019,0,2,31.5,24.6,3,65,2168
SANTA CRUZ II,3,2019,0,2.4,33.2,25.5,3,60,2165
SANTA CRUZ II,4,2019,0,3.6,35.4,27.3,3,59,2162
SANTA CRUZ II,5,2019,0,61.9,34.5,27.6,3,74,2159
SANTA CRUZ II,6,2019,0,271.1,34.5,27.4,3,74,2156
SANTA CRUZ II,7,2019,4,309.8,32.5,26.4,3,80,2153
SANTA CRUZ II,8,2019,5,622.9,30.9,26.3,4,83,2150
SANTA CRUZ II,9,2019,7,330.1,31.7,25.9,3,81,2147
SANTA CRUZ II,10,2019,3,33.2,33.2,26.5,3,76,2144
SANTA CRUZ II,11,2019,1,149.8,31.9,25.9,2,78,2141
SANTA CRUZ II,12,2019,0,119.5,31.5,25.4,3,75,2138
SANTA CRUZ II,1,2020,1,4.2,31,24.9,3,73,2135
SANTA CRUZ II,2,2020,0,31.6,31.1,24.1,3,70,2132
SANTA CRUZ II,3,2020,0,2,33.3,26.2,3,64,2129
SANTA CRUZ II,4,2020,0,0,35,27.4,3,64,2126
SANTA CRUZ II,5,2020,0,190.2,34.9,27.8,2,71,2123
SANTA CRUZ II,6,2020,0,269.5,34.1,27.5,3,74,2120
SANTA CRUZ II,7,2020,0,230.4,33.8,26.6,2,78,2117
SANTA CRUZ II,8,2020,0,214.2,32.2,26.3,2,81,2114
SANTA CRUZ II,9,2020,0,130.9,33.7,26.9,2,80,2112
SANTA CRUZ II,10,2020,0,375.7,31.8,26.1,3,82,2109
SANTA CRUZ II,11,2020,2,203.6,31.6,25.6,3,82,2106
SANTA CRUZ II,12,2020,3,123.9,31,25.6,2,81,2103
SANTA CRUZ II,1,2021,3,84.6,30.3,24.6,2,77,2146
SANTA CRUZ II,2,2021,1,25.9,31.3,24.7,2,75,2146
SANTA CRUZ II,3,2021,0,14.3,33.5,26.2,3,70,2147
SANTA CRUZ II,4,2021,0,4.4,33.9,26.7,3,67,2147
SANTA CRUZ II,5,2021,0,0.2,35.6,28.2,3,66,2148
SANTA CRUZ II,6,2021,0,121.5,32.8,26.8,3,78,2148
SANTA CRUZ II,7,2021,0,682.6,31.6,26.3,3,85,2149
SANTA CRUZ II,8,2021,0,136.4,32.6,26.7,3,83,2150
SANTA CRUZ II,9,2021,0,236,32.2,26.5,2,85,2150
SANTA CRUZ II,10,2021,0,121.8,32,26.3,2,82,2151
SANTA CRUZ II,11,2021,0,17.4,33,26.7,2,77,2151
SANTA CRUZ II,12,2021,0,59.3,31.2,25.1,3,73,2152
SANTA CRUZ II,1,2022,0,15.8,30.8,24.7,3,73,2153
SANTA CRUZ II,2,2022,0,17.8,31.7,25.5,3,70,2153
SANTA CRUZ II,3,2022,0,33.8,33.7,26.8,3,68,2154
SANTA CRUZ II,4,2022,0,41.4,33.2,26.7,3,70,2154
SANTA CRUZ II,5,2022,0,232.2,34.1,27.1,3,75,2155
SANTA CRUZ II,6,2022,0,74,33.8,27.2,2,77,2155
SANTA CRUZ II,7,2022,0,202.8,33,26.8,3,81,2156
SANTA CRUZ II,8,2022,0,401.8,31.6,25.9,2,83,2157
SANTA CRUZ II,9,2022,1,400.4,31.3,25.9,3,84,2157
SANTA CRUZ II,10,2022,1,367.8,32.6,26.9,3,82,2158
SANTA CRUZ II,11,2022,0,103,31.7,26,3,79,2158
SANTA CRUZ II,12,2022,0,64.4,30.8,25.7,3,76,2159
SANTA CRUZ II,1,2023,1,72.6,29.7,24.6,3,75,2160
SANTA CRUZ II,2,2023,1,12.4,31,24.9,3,69,2160
SANTA CRUZ II,3,2023,0,0.4,32.3,25.1,4,64,2161
SANTA CRUZ II,4,2023,0,68.7,33.5,26.7,3,69,2161
SANTA CRUZ II,5,2023,0,134.6,34.4,27.7,4,73,2162
SANTA CRUZ II,6,2023,0,200.4,33.2,26.7,3,81,2162
SANTA CRUZ II,7,2023,0,476,32.9,26.7,3,82,2163
SANTA CRUZ II,8,2023,0,289.2,32,27.5,4,81,2164
SANTA CRUZ II,9,2023,0,315.3,32.3,26.8,3,84,2164
SANTA CRUZ II,10,2023,1,201.3,31.8,26.6,3,82,2165
SANTA CRUZ II,11,2023,0,16.3,32.4,26.7,3,78,2165
SANTA CRUZ II,12,2023,0,47.2,31.5,26,3,79,2166
SANTA CRUZ II,1,2024,0,1.02,32.2,27.2,3,74,2167
SANTA CRUZ II,2,2024,0,2.54,31.7,25.5,3,66,2167
SANTA CRUZ II,3,2024,0,0.2,32.3,26.3,4,65,2168
SANTA CRUZ II,4,2024,0,0,35.3,27.9,4,60,2168
SANTA CRUZ II,5,2024,0,113.3,35.2,28.4,4,71,2169
SANTA CRUZ II,6,2024,0,212.9,33.7,27.7,3,78,2170
SANTA CRUZ II,7,2024,0,509.8,31.9,26.8,3,82,2170
SANTA CRUZ II,8,2024,0,289.6,32.5,27,3,82,2171
SANTA CRUZ II,9,2024,0,371.1,31.1,26.7,3,84,2171
SANTA CRUZ II,10,2024,0,303,31.7,26.8,3,84,2172
SANTA CRUZ II,11,2024,1,82,32.1,26.7,2,78,2172
SANTA CRUZ II,12,2024,0,128,30.2,25.8,2,81,2173
SANTA CRUZ II,1,2025,,8.1,30.2,25.3,2,74,2174
SANTA CRUZ II,2,2025,,8.1,30.7,25.4,3,73,2174
SANTA CRUZ II,3,2025,,14,32,26.3,3,69,2175
